Flagged Accounts,Customer Name,TDLinx Code,Address,City,State,Zip,Premise,Channel,Sub-Channel,Owner,Banner
FALSE,Lock & Key,5504149,239 S Vermont Ave,Los Angeles,CA,90004,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Baja Sharkeez,5235788,52 Pier Ave,Hermosa Beach,CA,90254,On-Premise,Bar/Nightclub,Sports Bar,Independent,Baja Sharkeez
FALSE,Masons Ma Fong Park Ultra Lounge,1926708,1431 L St,Sacramento,CA,95814,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,Dukes Bar & Grill,5235333,3221 Iowa Ave,Riverside,CA,92507,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Shoreline Amphitheatre,5257607,1 Amphitheatre Pkwy,Mountain View,CA,94043,On-Premise,Recreation,Stadium/Arena/Convention,Independent,No Group Assignment
FALSE,W Club,7683215,5327 Jacuzzi St Ste 3D,Richmond,CA,94804,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Hi Tops,7345230,8933 Santa Monica Blvd,West Hollywood,CA,90069,On-Premise,Bar/Nightclub,Sports Bar,Independent,No Group Assignment
FALSE,Mission Inn,5217627,3649 Mission Inn Ave,Riverside,CA,92501,On-Premise,Lodging,Luxury Lodging,Preferred Hotels & Resorts,No Group Assignment
FALSE,Waldorf Astoria,7536187,9850 Wilshire Blvd,Beverly Hills,CA,90210,On-Premise,Lodging,Luxury Lodging,Hilton Worldwide,Waldorf Astoria
FALSE,Casino M8trix,4002202,1887 Matrix Blvd,San Jose,CA,95110,On-Premise,Recreation,Casino/Gambling,Independent,No Group Assignment
FALSE,Tropicale Restaurant,2273489,330 E Amado Rd,Palm Springs,CA,92262,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Casa De Bandini,1919726,1901 Calle Barcelona,Carlsbad,CA,92009,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Splash Fresno,5252704,644 E Olive Ave,Fresno,CA,93728,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,Sunsets Bar,5502315,34700 Pacific Coast Hwy Ste 107,Capistrano Beach,CA,92624,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Fin & Feathers,5240021,13484 Washington Blvd,Marina del Rey,CA,90292,On-Premise,Dining,Casual Dining,Fin & Feathers LLC,Fin & Feathers
FALSE,Urban Mos,5222618,308 University Ave,San Diego,CA,92103,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,The Penthouse,5223051,1111 2nd St,Santa Monica,CA,90403,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Bar Louie,7495425,8860 Apollo Way Ste 304,Downey,CA,90242,On-Premise,Bar/Nightclub,Neighborhood Bar,BLH Acquisition Co Llc,Bar Louie
FALSE,Street Bar Named Desire,5236108,224 E Arenas Rd,Palm Springs,CA,92262,On-Premise,Bar/Nightclub,Adult Entertainment,Independent,No Group Assignment
FALSE,Catal Restaurant,1601316,1580 S Disneyland Dr Ste 103,Anaheim,CA,92802,On-Premise,Dining,Fine Dining,Delaware North Companies,No Group Assignment
FALSE,Sky Bar,1643444,8440 W Sunset Blvd,West Hollywood,CA,90069,On-Premise,Bar/Nightclub,Premium Bar,AccorHotels North America,No Group Assignment
FALSE,Hard Rock Hotel,2047843,207 5th Ave,San Diego,CA,92101,On-Premise,Lodging,Full Service Lodging,Aimbridge Hospitality,Hard Rock Hotel
FALSE,Original Joes,5224997,601 Union St,San Francisco,CA,94133,On-Premise,Dining,Polished Casual,Independent,No Group Assignment
FALSE,Baja Sharkeez,5236306,114 Mcfadden Pl,Newport Beach,CA,92663,On-Premise,Bar/Nightclub,Sports Bar,Independent,Baja Sharkeez
FALSE,Ritz Carlton Hotel,5248676,8301 Hollister Ave,Goleta,CA,93117,On-Premise,Lodging,Resort/Convention,Marriott International Inc,Ritz Carlton Hotel
FALSE,Yard House,5233176,401 Shoreline Village Dr,Long Beach,CA,90802,On-Premise,Dining,Casual Dining,Darden Restaurants Inc,Yard House
FALSE,Globe Theatre,7408302,740 S Broadway,Los Angeles,CA,90014,On-Premise,Recreation,Theater,Independent,No Group Assignment
FALSE,El Compadre,1603229,7408 10 Sunset Blvd,Los Angeles,CA,90046,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,The Meritage Resort,2045947,875 Bordeaux Way,Napa,CA,94558,On-Premise,Lodging,Resort/Convention,Pacific Hospitality Group LLC,No Group Assignment
FALSE,Sams Hofbrau,5241378,1751 E Olympic Blvd,Los Angeles,CA,90021,On-Premise,Recreation,Billiard/Bowling/Arcade,Independent,No Group Assignment
FALSE,Fairmont Grand Del Mar,2053304,5200 Grand Del Mar Way,San Diego,CA,92130,On-Premise,Lodging,Resort/Convention,AccorHotels North America,No Group Assignment
FALSE,Three Sisters,3973305,170 W Saint John St,San Jose,CA,95110,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Pure Lounge,1675887,146 S Murphy Ave,Sunnyvale,CA,94086,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,Jp23,1634366,110 E Broadway,Long Beach,CA,90802,On-Premise,Bar/Nightclub,Sports Bar,Independent,No Group Assignment
FALSE,EP & LP Restaurant,7398372,603 N La Cienega Blvd,West Hollywood,CA,90069,On-Premise,Dining,Polished Casual,Independent,No Group Assignment
FALSE,Mix,5243327,4086 18th St,San Francisco,CA,94114,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,Hilton,2463896,1 Park Blvd,San Diego,CA,92101,On-Premise,Lodging,Full Service Lodging,Park Hotels & Resorts Inc,Hilton
FALSE,Joeys Restaurant,7440462,6344 Topanga Canyon Blvd Ste 101,Woodland Hills,CA,91367,On-Premise,Dining,Casual Dining,Joeys Restaurant Inc,Joeys Restaurant
FALSE,Waterfront Hilton,2644172,21100 Pacific Coast Hwy,Huntington Beach,CA,92648,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Kaiyo,5245244,1838 Union St,San Francisco,CA,94123,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Harrys Plaza Cafe,5246317,3313 State St Ste B,Santa Barbara,CA,93105,On-Premise,Dining,Polished Casual,Independent,No Group Assignment
FALSE,The Garland,1606771,4222 Vineland Ave,North Hollywood,CA,91602,On-Premise,Lodging,Full Service Lodging,Marcus Hotels & Resorts,No Group Assignment
FALSE,Bighorn Golf Club,5240754,255 Palowet Dr,Palm Desert,CA,92260,On-Premise,Recreation,Golf/Country Club,Independent,No Group Assignment
FALSE,The Nest,5261254,75188 Us Highway 111,Indian Wells,CA,92210,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,TacQuila,5223223,415 N Palm Canyon Dr,Palm Springs,CA,92262,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Lido House,7530099,3300 Newport Blvd,Newport Beach,CA,92663,On-Premise,Lodging,Luxury Lodging,Marriott International Inc,No Group Assignment
FALSE,1015 Club,5234289,1015 Folsom St,San Francisco,CA,94103,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,Dogz Bar & Grill,5261133,5300 E 2nd St,Long Beach,CA,90803,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Padre,5229161,525 E Broadway,Long Beach,CA,90802,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Ola Mexican Kitchen,7806862,6420 E Pacific Coast Hwy Ste 230,Long Beach,CA,90803,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Avalon Hollywood,5262230,1735 Vine St,Los Angeles,CA,90028,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,Resort At Pelican Hill,2914143,22701 Pelican Hill Rd S,Newport Coast,CA,92657,On-Premise,Lodging,Resort/Convention,Independent,No Group Assignment
FALSE,Univ Studio Tours,2288378,3848 Lankershim Blvd Ste 80,Studio City,CA,91604,On-Premise,Recreation,Other Entertainment,Independent,No Group Assignment
FALSE,Marriott Hotels & Resorts,5218865,660 K St,San Diego,CA,92101,On-Premise,Lodging,Resort/Convention,Stanford Hotels Corporation,Marriott Hotels & Resorts
FALSE,Marriott Hotels & Resorts,7507148,7905 Irvine Center Dr,Irvine,CA,92618,On-Premise,Lodging,Full Service Lodging,Marriott International Inc,Marriott Hotels & Resorts
FALSE,Las Hadas,5229272,558 4th Ave,San Diego,CA,92101,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,900 Club,5235795,900 Manhattan Ave,Manhattan Beach,CA,90266,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,La Cecconis,5228941,8764 Melrose Ave,West Hollywood,CA,90069,On-Premise,Dining,Fine Dining,Soho House Group,No Group Assignment
FALSE,Laurel Hardware,1835770,7984 Santa Monica Blvd,Los Angeles,CA,90046,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Baja Sharkeez,5224386,211 Main St Ste A,Huntington Beach,CA,92648,On-Premise,Bar/Nightclub,Sports Bar,Independent,Baja Sharkeez
FALSE,Starbucks Coffee,5262171,221 Main St Ste A,Huntington Beach,CA,92648,On-Premise,Other On-Premise,Coffee/Tea Shop,Independent,No Group Assignment
FALSE,Beauty & Essex,2229921,1615 N Cahuenga Blvd,Los Angeles,CA,90028,On-Premise,Dining,Fine Dining,Tao Group,No Group Assignment
FALSE,Ibiza Night Club,5506593,6901 Pacific Blvd,Huntington Park,CA,90255,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,Ollies Pub,5252168,22 N School St,Lodi,CA,95240,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Original Joes Westlake,5244620,11 Glenwood Ave,Daly City,CA,94015,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Mama Lion,5524273,601 S Western Ave,Los Angeles,CA,90005,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Mastros Steakhouse,5230561,633 Anton Blvd,Costa Mesa,CA,92626,On-Premise,Dining,Fine Dining,Landrys Inc,Mastros Steakhouse
FALSE,Cafe Sevilla,5223285,140 Pine Ave,Long Beach,CA,90802,On-Premise,Dining,Polished Casual,Independent,No Group Assignment
FALSE,Bobby Salazars Taqueria,5232732,725 E Olive Ave,Fresno,CA,93728,On-Premise,Dining,Casual Dining,Bobby Salazars Mexican Foods Inc,Bobby Salazars
FALSE,Low Brau,7170906,1050 20th St,Sacramento,CA,95811,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Yard House,3883356,300 Santana Row Ste 101,San Jose,CA,95128,On-Premise,Dining,Casual Dining,Darden Restaurants Inc,Yard House
FALSE,Flamingo Deck,5229781,4110 Mission Blvd Ste 101,San Diego,CA,92109,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Seven Grand,2171841,515 W 7th St Fl 2,Los Angeles,CA,90014,On-Premise,Bar/Nightclub,Neighborhood Bar,Pouring With Heart,Seven Grand
FALSE,Hyatt Regency,1726424,21500 Pacific Coast Hwy,Huntington Beach,CA,92648,On-Premise,Lodging,Full Service Lodging,Hyatt Hotels Corporation,Hyatt Regency
FALSE,Westwood,5237078,2036 Lombard St,San Francisco,CA,94123,On-Premise,Bar/Nightclub,Country Western,Independent,No Group Assignment
FALSE,Chukchansi Gold Resort & Casino,1783080,711 Lucky Ln,Coarsegold,CA,93614,On-Premise,Recreation,Casino/Gambling,Independent,No Group Assignment
FALSE,Aramark SAP Center,5241444,525 W Santa Clara St,San Jose,CA,95113,On-Premise,Caterer,Food Service,Aramark Corporation HQ,Aramark
FALSE,Casa Tequila Lounge,7808202,4208 Rosedale Hwy Ste 306,Bakersfield,CA,93308,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Joeys Restaurant,7862378,3320 N Sepulveda Blvd,Manhattan Beach,CA,90266,On-Premise,Dining,Casual Dining,Joeys Restaurant Inc,Joeys Restaurant
FALSE,Tachi Palace Casino,1628193,17225 Jersey Ave,Lemoore,CA,93245,On-Premise,Recreation,Casino/Gambling,Independent,No Group Assignment
FALSE,The Holiday,5241389,10915 Norwalk Blvd,Santa Fe Springs,CA,90670,On-Premise,Bar/Nightclub,Adult Entertainment,Independent,No Group Assignment
FALSE,TopGolf,7314420,1700 Freedom Way,Roseville,CA,95678,On-Premise,Recreation,Golf/Country Club,TopGolf Corp HQ,TopGolf
FALSE,Palmilla Cocina Y Tequila,5247168,39 Pier Ave,Hermosa Beach,CA,90254,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Palladium Nightclub,1767529,950 10th St Ste 8,Modesto,CA,95354,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,M On High Street,5262444,255 E High St,Moorpark,CA,93021,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Dave & Busters,5224146,661 Spectrum Center Dr,Irvine,CA,92618,On-Premise,Dining,Casual Dining,Dave & Busters Holdings Inc,Dave & Busters
FALSE,Hotel Bel Air,5217609,701 Stone Canyon Rd,Los Angeles,CA,90077,On-Premise,Lodging,Luxury Lodging,Independent,No Group Assignment
FALSE,Magic Castle,5247999,7001 Franklin Ave,Los Angeles,CA,90028,On-Premise,Recreation,Private Club,Independent,No Group Assignment
FALSE,Water Grill,5226540,3300 Bristol St,Costa Mesa,CA,92626,On-Premise,Dining,Fine Dining,Kings Seafood Co,Water Grill
FALSE,Emporium SF Arcade Bar,7564225,616 Divisadero St,San Francisco,CA,94117,On-Premise,Recreation,Other Entertainment,Independent,No Group Assignment
FALSE,Josephs Bar & Grill,1755892,11032 Downey Ave,Downey,CA,90241,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Dave & Busters,7345385,6801 Hollywood Blvd Ste C3343,Los Angeles,CA,90028,On-Premise,Dining,Casual Dining,Dave & Busters Holdings Inc,Dave & Busters
FALSE,Huntress Steak,7637077,376 5th Ave,San Diego,CA,92101,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Agaves,7035788,200 Pine Ave Ste A,Long Beach,CA,90802,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Gar Woods Grill & Pie,5253165,5000 N Lake Blvd,Carnelian Bay,CA,96140,On-Premise,Dining,Polished Casual,Tahoe Restaurant Collection,No Group Assignment
FALSE,Yard House,3955144,90 El Camino,Fresno,CA,93720,On-Premise,Dining,Casual Dining,Darden Restaurants Inc,Yard House
FALSE,Cabo Cantina,5506331,1050 Garnet Ave Ste A,San Diego,CA,92109,On-Premise,Dining,Casual Dining,Cabo Cantina LLC,Cabo Cantina
FALSE,Fat Boys Deli & Spirits,1399041,13305 Highway 8 Business,El Cajon,CA,92021,On-Premise,Dining,Quick Service Restaurant,Independent,No Group Assignment
FALSE,Shannons,5262372,5335 E 2nd St,Long Beach,CA,90803,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Darling Aviary,2504823,712 K St,Sacramento,CA,95814,On-Premise,Dining,Fast Casual,Independent,No Group Assignment
FALSE,Ballet Hollywood,1903198,6623 Hollywood Blvd,Los Angeles,CA,90028,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,Naples Ristorante,1605300,1550 S Disneyland Dr Ste 101,Anaheim,CA,92802,On-Premise,Dining,Polished Casual,Delaware North Companies,No Group Assignment
FALSE,American Junkie,5233768,66 Pier Ave,Hermosa Beach,CA,90254,On-Premise,Bar/Nightclub,Sports Bar,Independent,No Group Assignment
FALSE,The Reserve,3976517,650 S Spring St,Los Angeles,CA,90014,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Eden Sunset,2101578,6523 W Sunset Blvd,Los Angeles,CA,90028,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,Mother Lode,5235822,8944 Santa Monica Blvd,West Hollywood,CA,90069,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,Retro Junkie,5243429,2112 N Main St,Walnut Creek,CA,94596,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,55 South,5504369,55 S 1st St,San Jose,CA,95113,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Monarch Ocean Pub,5507094,1555 Camino Del Mar Ste 322,Del Mar,CA,92014,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Casa Mendoza Mexican Grill,5500685,78110 Calle Estado,La Quinta,CA,92253,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Barbusa,1878470,1917 India St,San Diego,CA,92101,On-Premise,Dining,Polished Casual,Independent,No Group Assignment
FALSE,La Cita,5249562,336 S Hill St,Los Angeles,CA,90013,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,Agua Caliente Casino Palm Spring,5218384,401 E Amado Rd,Palm Springs,CA,92262,On-Premise,Recreation,Casino/Gambling,Independent,No Group Assignment
FALSE,Old Town Pub & Grub,7244716,28677 Old Town Front St,Temecula,CA,92590,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Santa Monica Proper Hotel,7680620,700 Wilshire Blvd,Santa Monica,CA,90401,On-Premise,Lodging,Full Service Lodging,Independent,No Group Assignment
FALSE,Habana,7556617,708 Spectrum Center Dr,Irvine,CA,92618,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Precinct,7396003,307 W 4th St Fl 2,Los Angeles,CA,90013,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Punch Bowl Social,2156990,12635 N Mainstreet,Rancho Cucamonga,CA,91739,On-Premise,Dining,Casual Dining,Punch Bowl Social Inc,Punch Bowl Social
FALSE,The Dirty Bird Lounge,3803937,926 B St,Hayward,CA,94541,On-Premise,Bar/Nightclub,Sports Bar,Independent,No Group Assignment
FALSE,Ojai Valley Inn,5217607,905 Country Club Dr,Ojai,CA,93023,On-Premise,Lodging,Resort/Convention,Preferred Hotels & Resorts,No Group Assignment
FALSE,Dave & Busters,7586796,9301 Tampa Ave Unit 212,Northridge,CA,91324,On-Premise,Dining,Casual Dining,Dave & Busters Holdings Inc,Dave & Busters
FALSE,Fixins Soul Kitchen,3189131,800 W Olympic Blvd Ste A150,Los Angeles,CA,90015,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,Proper Hotel,7554012,1100 Market St,San Francisco,CA,94102,On-Premise,Lodging,Full Service Lodging,Marriott International Inc,No Group Assignment
FALSE,The Depot,5234233,2001 K St,Sacramento,CA,95814,On-Premise,Bar/Nightclub,Adult Entertainment,Independent,No Group Assignment
FALSE,Mezcal Cantina Y Cocina,1872746,3737 Main St Ste 100,Riverside,CA,92501,On-Premise,Bar/Nightclub,Premium Nightclub,Independent,No Group Assignment
FALSE,El Tejano,7003056,11122 Magnolia Blvd,North Hollywood,CA,91601,On-Premise,Dining,Quick Service Restaurant,Independent,No Group Assignment
FALSE,Marriott Hotels & Resorts,5218462,333 W Harbor Dr,San Diego,CA,92101,On-Premise,Lodging,Luxury Lodging,Marriott International Inc,Marriott Hotels & Resorts
FALSE,Whiskey Girl,5250417,702 5th Ave G,San Diego,CA,92101,On-Premise,Dining,Polished Casual,Independent,No Group Assignment
FALSE,Theatre Box,2200078,701 5th Ave,San Diego,CA,92101,On-Premise,Recreation,Theater,Independent,No Group Assignment
FALSE,Boa Steakhouse,3633598,9200 W Sunset Blvd,West Hollywood,CA,90069,On-Premise,Dining,Fine Dining,Innovative Dining Group Llc,No Group Assignment
FALSE,A Restaurant,5229124,3334 W Coast Hwy,Newport Beach,CA,92663,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Hotel Laguna,5218201,425 S Coast Hwy,Laguna Beach,CA,92651,On-Premise,Lodging,Full Service Lodging,Independent,No Group Assignment
FALSE,The Battery,7272379,717 Battery St,San Francisco,CA,94111,On-Premise,Recreation,Private Club,Independent,No Group Assignment
FALSE,Onyx Room,5248535,852 5th Ave,San Diego,CA,92101,On-Premise,Bar/Nightclub,Casual Nightclub,Independent,No Group Assignment
FALSE,Alegria Cucina Latina,5250428,115 Pine Ave,Long Beach,CA,90802,On-Premise,Bar/Nightclub,Sports Bar,Independent,No Group Assignment
FALSE,Zazil Cocina Mexicana,1783230,377 Santana Row Ste 1120,San Jose,CA,95128,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
FALSE,The Shay,7841398,8801 Washington Blvd,Culver City,CA,90232,On-Premise,Lodging,Full Service Lodging,Hyatt Hotels Corporation,No Group Assignment
FALSE,Takami,2226051,811 Wilshire Blvd Ste 2100,Los Angeles,CA,90017,On-Premise,Dining,Fine Dining,Independent,No Group Assignment
FALSE,Craft & Commerce,2587202,675 W Beech St,San Diego,CA,92101,On-Premise,Bar/Nightclub,Neighborhood Bar,Independent,No Group Assignment
FALSE,Casita,5229002,14015 Ventura Blvd,Sherman Oaks,CA,91423,On-Premise,Dining,Casual Dining,Independent,No Group Assignment
